,id_x,id_y,match
99,michelin_1469,tripadvisor_70230,True
100,michelin_1474,tripadvisor_70093,True
101,michelin_1475,tripadvisor_71555,True
102,michelin_1476,tripadvisor_70124,True
103,michelin_1482,tripadvisor_71082,True
104,michelin_1512,tripadvisor_70857,True
105,michelin_1519,tripadvisor_70193,True
106,michelin_1521,tripadvisor_72356,True
107,michelin_1560,tripadvisor_27642,True
108,michelin_1570,tripadvisor_27729,True
109,michelin_1636,tripadvisor_11967,True
110,michelin_1643,tripadvisor_13600,True
111,michelin_1650,tripadvisor_12101,True
112,michelin_1664,tripadvisor_13557,True
113,michelin_1680,tripadvisor_11823,True
114,michelin_1695,tripadvisor_12086,True
115,michelin_1697,tripadvisor_11988,True
116,michelin_1703,tripadvisor_27741,True
117,michelin_1751,tripadvisor_27554,True
118,michelin_1915,tripadvisor_35687,True
119,michelin_1917,tripadvisor_35777,True
120,michelin_1918,tripadvisor_35718,True
121,michelin_1920,tripadvisor_36331,True
122,michelin_1922,tripadvisor_35760,True
123,michelin_1924,tripadvisor_36030,True
124,michelin_1927,tripadvisor_35719,True
125,michelin_1928,tripadvisor_35677,True
126,michelin_1929,tripadvisor_36284,True
127,michelin_1935,tripadvisor_36064,True
128,michelin_1937,tripadvisor_36010,True
129,michelin_1939,tripadvisor_36032,True
130,michelin_1942,tripadvisor_36112,True
131,michelin_1944,tripadvisor_35781,True
132,michelin_1945,tripadvisor_37005,True
133,michelin_1946,tripadvisor_35800,True
134,michelin_1949,tripadvisor_35797,True
135,michelin_1955,tripadvisor_36780,True
136,michelin_1956,tripadvisor_36008,True
137,michelin_1959,tripadvisor_50239,True
138,michelin_1964,tripadvisor_37066,True
139,michelin_1967,tripadvisor_35922,True
140,michelin_1968,tripadvisor_36007,True
141,michelin_1974,tripadvisor_94256,True
142,michelin_1976,tripadvisor_94242,True
143,michelin_1977,tripadvisor_94107,True
144,michelin_2122,tripadvisor_32376,True
145,michelin_2265,tripadvisor_52946,True
146,michelin_2276,tripadvisor_53747,True
147,michelin_2301,tripadvisor_5456,True
148,michelin_2302,tripadvisor_4671,True
149,michelin_2304,tripadvisor_4693,True
150,michelin_2305,tripadvisor_5008,True
151,michelin_2306,tripadvisor_5121,True
152,michelin_2308,tripadvisor_5086,True
153,michelin_2735,tripadvisor_60777,True
154,michelin_2737,tripadvisor_60805,True
155,michelin_2738,tripadvisor_60983,True
156,michelin_2742,tripadvisor_60712,True
157,michelin_2771,tripadvisor_87365,True
158,michelin_2774,tripadvisor_86977,True
159,michelin_2775,tripadvisor_88359,True
160,michelin_2779,tripadvisor_86898,True
161,michelin_2808,tripadvisor_2991,True
162,michelin_2811,tripadvisor_3006,True
163,michelin_3103,tripadvisor_20294,True
164,michelin_3106,tripadvisor_20268,True
165,michelin_3107,tripadvisor_20275,True
166,michelin_3278,tripadvisor_31111,True
167,michelin_3355,tripadvisor_22521,True
168,michelin_3357,tripadvisor_30067,True
169,michelin_3358,tripadvisor_91913,True
170,michelin_3368,tripadvisor_22761,True
171,michelin_3369,tripadvisor_91832,True
172,michelin_3374,tripadvisor_22479,True
173,michelin_3451,tripadvisor_316,True
174,michelin_3470,tripadvisor_450,True
175,michelin_3471,tripadvisor_357,True
176,michelin_3522,tripadvisor_123,True
177,michelin_3526,tripadvisor_233,True
178,michelin_3529,tripadvisor_338,True
179,michelin_3588,tripadvisor_18027,True
180,michelin_3593,tripadvisor_17507,True
181,michelin_3640,tripadvisor_17543,True
182,michelin_3654,tripadvisor_17483,True
183,michelin_3662,tripadvisor_17588,True
184,michelin_3826,tripadvisor_74570,True
185,michelin_3827,tripadvisor_71675,True
186,michelin_3828,tripadvisor_73602,True
187,michelin_3829,tripadvisor_70239,True
188,michelin_3830,tripadvisor_70472,True
189,michelin_3831,tripadvisor_70001,True
190,michelin_3832,tripadvisor_70014,True
191,michelin_3835,tripadvisor_70634,True
192,michelin_3836,tripadvisor_71242,True
193,michelin_3838,tripadvisor_70215,True
194,michelin_3840,tripadvisor_70433,True
195,michelin_3850,tripadvisor_71140,True
196,michelin_3861,tripadvisor_72254,True
197,michelin_3864,tripadvisor_70371,True
198,michelin_3883,tripadvisor_71128,True
199,michelin_3936,tripadvisor_50417,True
200,michelin_3948,tripadvisor_50402,True
201,michelin_3954,tripadvisor_50494,True
202,michelin_4024,tripadvisor_50531,True
203,michelin_4123,tripadvisor_50446,True
204,michelin_4149,tripadvisor_70386,True
205,michelin_4169,tripadvisor_71083,True
206,michelin_4171,tripadvisor_69994,True
207,michelin_4196,tripadvisor_70116,True
208,michelin_4212,tripadvisor_70879,True
209,michelin_4221,tripadvisor_76819,True
210,michelin_4230,tripadvisor_70908,True
211,michelin_4236,tripadvisor_50418,True
212,michelin_4304,tripadvisor_27523,True
213,michelin_4318,tripadvisor_27586,True
214,michelin_4411,tripadvisor_12625,True
215,michelin_4446,tripadvisor_11885,True
216,michelin_4454,tripadvisor_12387,True
217,michelin_4482,tripadvisor_27782,True
218,michelin_4541,tripadvisor_28308,True
219,michelin_4631,tripadvisor_36469,True
220,michelin_4633,tripadvisor_39105,True
221,michelin_4639,tripadvisor_35741,True
222,michelin_4640,tripadvisor_37921,True
223,michelin_4644,tripadvisor_35820,True
224,michelin_4645,tripadvisor_40465,True
225,michelin_4649,tripadvisor_35974,True
226,michelin_4651,tripadvisor_40966,True
227,michelin_4653,tripadvisor_36442,True
228,michelin_4654,tripadvisor_41545,True
229,michelin_4655,tripadvisor_36711,True
230,michelin_4657,tripadvisor_38427,True
231,michelin_4658,tripadvisor_36792,True
232,michelin_4670,tripadvisor_94257,True
233,michelin_4671,tripadvisor_95122,True
234,michelin_4675,tripadvisor_94097,True
235,michelin_4676,tripadvisor_94988,True
236,michelin_4918,tripadvisor_68736,True
237,michelin_4941,tripadvisor_33646,True
238,michelin_4944,tripadvisor_32601,True
239,michelin_4946,tripadvisor_33591,True
240,michelin_5140,tripadvisor_52877,True
241,michelin_5146,tripadvisor_53597,True
242,michelin_5150,tripadvisor_53661,True
243,michelin_5154,tripadvisor_52844,True
244,michelin_5185,tripadvisor_4791,True
245,michelin_5187,tripadvisor_5785,True
246,michelin_5686,tripadvisor_60996,True
247,michelin_5687,tripadvisor_60834,True
248,michelin_5688,tripadvisor_61708,True
249,michelin_5689,tripadvisor_60726,True
250,michelin_5703,tripadvisor_86934,True
251,michelin_5708,tripadvisor_90114,True
252,michelin_5728,tripadvisor_2939,True
253,michelin_5730,tripadvisor_82425,True
254,michelin_20,tripadvisor_18578,False
255,michelin_20,tripadvisor_52675,False
256,michelin_456,tripadvisor_69943,False
257,michelin_2477,tripadvisor_69943,False
258,michelin_46,tripadvisor_86150,False
259,michelin_109,tripadvisor_3086,False
260,michelin_111,tripadvisor_16146,False
261,michelin_111,tripadvisor_17339,False
262,michelin_111,tripadvisor_18282,False
263,michelin_111,tripadvisor_29354,False
264,michelin_111,tripadvisor_49062,False
265,michelin_111,tripadvisor_51606,False
266,michelin_111,tripadvisor_52105,False
267,michelin_111,tripadvisor_64947,False
268,michelin_111,tripadvisor_81475,False
269,michelin_132,tripadvisor_4312,False
270,michelin_132,tripadvisor_4532,False
271,michelin_174,tripadvisor_24617,False
272,michelin_174,tripadvisor_62391,False
273,michelin_174,tripadvisor_67826,False
274,michelin_174,tripadvisor_70976,False
275,michelin_196,tripadvisor_78497,False
276,michelin_198,tripadvisor_87980,False
277,michelin_201,tripadvisor_17621,False
278,michelin_201,tripadvisor_79959,False
279,michelin_2357,tripadvisor_17621,False
280,michelin_2357,tripadvisor_79959,False
281,michelin_210,tripadvisor_2342,False
282,michelin_219,tripadvisor_824,False
283,michelin_219,tripadvisor_3597,False
284,michelin_219,tripadvisor_58481,False
285,michelin_243,tripadvisor_50780,False
286,michelin_249,tripadvisor_70224,False
287,michelin_1244,tripadvisor_70224,False
288,michelin_305,tripadvisor_67113,False
289,michelin_310,tripadvisor_6349,False
290,michelin_4294,tripadvisor_6349,False
291,michelin_6362,tripadvisor_6349,False
292,michelin_311,tripadvisor_18138,False
293,michelin_311,tripadvisor_20236,False
294,michelin_311,tripadvisor_75528,False
295,michelin_2713,tripadvisor_66061,False
296,michelin_325,tripadvisor_14481,False
297,michelin_2559,tripadvisor_14481,False
298,michelin_333,tripadvisor_1544,False
299,michelin_785,tripadvisor_1544,False
300,michelin_785,tripadvisor_66140,False
301,michelin_2582,tripadvisor_1544,False
302,michelin_2582,tripadvisor_66140,False
303,michelin_348,tripadvisor_71618,False
304,michelin_352,tripadvisor_5478,False
305,michelin_352,tripadvisor_30140,False
306,michelin_378,tripadvisor_15973,False
307,michelin_383,tripadvisor_86202,False
308,michelin_392,tripadvisor_84493,False
309,michelin_392,tripadvisor_93950,False
310,michelin_397,tripadvisor_41431,False
311,michelin_621,tripadvisor_41431,False
312,michelin_838,tripadvisor_41431,False
313,michelin_409,tripadvisor_78472,False
314,michelin_421,tripadvisor_9416,False
315,michelin_422,tripadvisor_27147,False
316,michelin_836,tripadvisor_27147,False
317,michelin_427,tripadvisor_95721,False
318,michelin_457,tripadvisor_72653,False
319,michelin_459,tripadvisor_10359,False
320,michelin_626,tripadvisor_10359,False
321,michelin_483,tripadvisor_63086,False
322,michelin_483,tripadvisor_90720,False
323,michelin_490,tripadvisor_23829,False
324,michelin_504,tripadvisor_87803,False
325,michelin_504,tripadvisor_88250,False
326,michelin_504,tripadvisor_92263,False
327,michelin_505,tripadvisor_66631,False
328,michelin_511,tripadvisor_22649,False
329,michelin_511,tripadvisor_68614,False
330,michelin_511,tripadvisor_84932,False
331,michelin_511,tripadvisor_88700,False
332,michelin_629,tripadvisor_22649,False
333,michelin_629,tripadvisor_68614,False
334,michelin_629,tripadvisor_84932,False
335,michelin_629,tripadvisor_88700,False
336,michelin_5081,tripadvisor_22649,False
337,michelin_5081,tripadvisor_68614,False
338,michelin_5081,tripadvisor_84932,False
339,michelin_5081,tripadvisor_88700,False
340,michelin_532,tripadvisor_75850,False
341,michelin_581,tripadvisor_70744,False
342,michelin_581,tripadvisor_92933,False
343,michelin_594,tripadvisor_35911,False
344,michelin_599,tripadvisor_37633,False
345,michelin_599,tripadvisor_45084,False
346,michelin_606,tripadvisor_47516,False
347,michelin_606,tripadvisor_48977,False
348,michelin_614,tripadvisor_80712,False
349,michelin_619,tripadvisor_98447,False
350,michelin_623,tripadvisor_65516,False
351,michelin_3041,tripadvisor_65516,False
352,michelin_637,tripadvisor_70356,False
353,michelin_647,tripadvisor_378,False
354,michelin_649,tripadvisor_14105,False
355,michelin_658,tripadvisor_43280,False
356,michelin_661,tripadvisor_70165,False
357,michelin_2025,tripadvisor_70165,False
358,michelin_683,tripadvisor_31777,False
359,michelin_688,tripadvisor_53603,False
360,michelin_712,tripadvisor_25720,False
361,michelin_718,tripadvisor_3028,False
362,michelin_734,tripadvisor_61035,False
363,michelin_1088,tripadvisor_61035,False
364,michelin_751,tripadvisor_69986,False
365,michelin_1331,tripadvisor_69986,False
366,michelin_1750,tripadvisor_69986,False
367,michelin_768,tripadvisor_19576,False
368,michelin_769,tripadvisor_72482,False
369,michelin_772,tripadvisor_23865,False
370,michelin_772,tripadvisor_26163,False
371,michelin_772,tripadvisor_96342,False
372,michelin_800,tripadvisor_45191,False
373,michelin_800,tripadvisor_80767,False
374,michelin_805,tripadvisor_12096,False
375,michelin_805,tripadvisor_49554,False
376,michelin_1595,tripadvisor_12096,False
377,michelin_1595,tripadvisor_49554,False
378,michelin_828,tripadvisor_50652,False
379,michelin_828,tripadvisor_70198,False
380,michelin_828,tripadvisor_74438,False
381,michelin_828,tripadvisor_77590,False
382,michelin_837,tripadvisor_31730,False
383,michelin_860,tripadvisor_51524,False
384,michelin_861,tripadvisor_71608,False
385,michelin_1176,tripadvisor_71608,False
386,michelin_1393,tripadvisor_71608,False
387,michelin_875,tripadvisor_71317,False
388,michelin_886,tripadvisor_5716,False
389,michelin_888,tripadvisor_81823,False
390,michelin_891,tripadvisor_24469,False
391,michelin_891,tripadvisor_73533,False
392,michelin_910,tripadvisor_20250,False
393,michelin_910,tripadvisor_70638,False
394,michelin_915,tripadvisor_35877,False
395,michelin_918,tripadvisor_75223,False
396,michelin_936,tripadvisor_68262,False
397,michelin_1601,tripadvisor_68262,False
398,michelin_945,tripadvisor_17599,False
399,michelin_953,tripadvisor_7043,False
400,michelin_989,tripadvisor_7731,False
401,michelin_1000,tripadvisor_62644,False
402,michelin_1008,tripadvisor_5293,False
403,michelin_1009,tripadvisor_11183,False
404,michelin_1024,tripadvisor_80963,False
405,michelin_1049,tripadvisor_13994,False
406,michelin_1068,tripadvisor_61499,False
407,michelin_1077,tripadvisor_4234,False
408,michelin_1079,tripadvisor_7488,False
409,michelin_1082,tripadvisor_73149,False
410,michelin_1086,tripadvisor_73200,False
411,michelin_3816,tripadvisor_73200,False
412,michelin_1097,tripadvisor_11971,False
413,michelin_1097,tripadvisor_96014,False
414,michelin_1100,tripadvisor_73911,False
415,michelin_1102,tripadvisor_35791,False
416,michelin_1105,tripadvisor_39795,False
417,michelin_1108,tripadvisor_70286,False
418,michelin_1108,tripadvisor_80422,False
419,michelin_1110,tripadvisor_463,False
420,michelin_1110,tripadvisor_66495,False
421,michelin_1110,tripadvisor_93346,False
422,michelin_1113,tripadvisor_70214,False
423,michelin_1130,tripadvisor_51586,False
424,michelin_1130,tripadvisor_72572,False
425,michelin_1130,tripadvisor_75837,False
426,michelin_1149,tripadvisor_78451,False
427,michelin_1168,tripadvisor_18653,False
428,michelin_1183,tripadvisor_71885,False
429,michelin_1186,tripadvisor_36890,False
430,michelin_1210,tripadvisor_76639,False
431,michelin_1220,tripadvisor_52737,False
432,michelin_1230,tripadvisor_13077,False
433,michelin_1230,tripadvisor_89191,False
434,michelin_1243,tripadvisor_79632,False
435,michelin_1327,tripadvisor_79632,False
436,michelin_1249,tripadvisor_71050,False
437,michelin_1249,tripadvisor_71292,False
438,michelin_1249,tripadvisor_76100,False
439,michelin_1249,tripadvisor_77648,False
440,michelin_1249,tripadvisor_81521,False
441,michelin_1281,tripadvisor_14387,False
442,michelin_1286,tripadvisor_11819,False
443,michelin_1286,tripadvisor_11844,False
444,michelin_1286,tripadvisor_36043,False
445,michelin_1286,tripadvisor_61497,False
446,michelin_1286,tripadvisor_94564,False
447,michelin_1293,tripadvisor_55655,False
448,michelin_1309,tripadvisor_17909,False
449,michelin_1310,tripadvisor_560,False
450,michelin_1310,tripadvisor_12499,False
451,michelin_1310,tripadvisor_22747,False
452,michelin_1310,tripadvisor_62474,False
453,michelin_1310,tripadvisor_91957,False
454,michelin_1353,tripadvisor_72679,False
455,michelin_1357,tripadvisor_51068,False
456,michelin_1361,tripadvisor_75354,False
457,michelin_1364,tripadvisor_19051,False
458,michelin_1368,tripadvisor_72282,False
459,michelin_1376,tripadvisor_50981,False
460,michelin_1376,tripadvisor_72007,False
461,michelin_1407,tripadvisor_17851,False
462,michelin_1407,tripadvisor_61604,False
463,michelin_1407,tripadvisor_88983,False
464,michelin_2394,tripadvisor_70200,False
465,michelin_1416,tripadvisor_81402,False
466,michelin_1420,tripadvisor_74930,False
467,michelin_1420,tripadvisor_80878,False
468,michelin_1420,tripadvisor_81411,False
469,michelin_1436,tripadvisor_38859,False
470,michelin_1438,tripadvisor_70090,False
471,michelin_1449,tripadvisor_18001,False
472,michelin_1449,tripadvisor_72764,False
473,michelin_1449,tripadvisor_77313,False
474,michelin_1449,tripadvisor_79941,False
475,michelin_1449,tripadvisor_82127,False
476,michelin_1460,tripadvisor_16865,False
477,michelin_1467,tripadvisor_52168,False
478,michelin_1467,tripadvisor_71097,False
479,michelin_1467,tripadvisor_75795,False
480,michelin_1467,tripadvisor_80174,False
481,michelin_1467,tripadvisor_80863,False
482,michelin_1499,tripadvisor_28471,False
483,michelin_1499,tripadvisor_88875,False
484,michelin_1500,tripadvisor_60709,False
485,michelin_1503,tripadvisor_76327,False
486,michelin_1503,tripadvisor_86673,False
487,michelin_1503,tripadvisor_97485,False
488,michelin_1517,tripadvisor_36559,False
489,michelin_1517,tripadvisor_93823,False
490,michelin_1525,tripadvisor_10493,False
491,michelin_1542,tripadvisor_51103,False
492,michelin_1549,tripadvisor_3278,False
493,michelin_1549,tripadvisor_5287,False
494,michelin_1549,tripadvisor_36000,False
495,michelin_1549,tripadvisor_93622,False
496,michelin_1554,tripadvisor_29378,False
497,michelin_1629,tripadvisor_39249,False
498,michelin_1629,tripadvisor_72423,False
499,michelin_1652,tripadvisor_68310,False
500,michelin_1652,tripadvisor_85390,False
501,michelin_1656,tripadvisor_15934,False
502,michelin_1658,tripadvisor_40961,False
503,michelin_1663,tripadvisor_16308,False
504,michelin_1710,tripadvisor_67843,False
505,michelin_1710,tripadvisor_92160,False
506,michelin_3046,tripadvisor_67843,False
507,michelin_3046,tripadvisor_92160,False
508,michelin_1713,tripadvisor_39074,False
509,michelin_1713,tripadvisor_45176,False
510,michelin_1721,tripadvisor_15584,False
511,michelin_1975,tripadvisor_66106,False
512,michelin_1754,tripadvisor_80709,False
513,michelin_1762,tripadvisor_92856,False
514,michelin_1773,tripadvisor_32486,False
515,michelin_2263,tripadvisor_32486,False
516,michelin_3531,tripadvisor_32486,False
517,michelin_1776,tripadvisor_8373,False
518,michelin_1776,tripadvisor_27238,False
519,michelin_1776,tripadvisor_75629,False
520,michelin_1778,tripadvisor_28922,False
521,michelin_1783,tripadvisor_14730,False
522,michelin_1794,tripadvisor_41669,False
523,michelin_1799,tripadvisor_15701,False
524,michelin_1809,tripadvisor_45697,False
525,michelin_1809,tripadvisor_48990,False
526,michelin_1823,tripadvisor_46546,False
527,michelin_1828,tripadvisor_44713,False
528,michelin_1836,tripadvisor_37418,False
529,michelin_1836,tripadvisor_49542,False
530,michelin_1840,tripadvisor_38693,False
531,michelin_1840,tripadvisor_39582,False
532,michelin_1840,tripadvisor_40509,False
533,michelin_1853,tripadvisor_22734,False
534,michelin_1854,tripadvisor_38783,False
535,michelin_1854,tripadvisor_42769,False
536,michelin_1865,tripadvisor_50625,False
537,michelin_1866,tripadvisor_3102,False
538,michelin_1866,tripadvisor_83639,False
539,michelin_1876,tripadvisor_4482,False
540,michelin_1876,tripadvisor_49239,False
541,michelin_1876,tripadvisor_49402,False
542,michelin_4619,tripadvisor_4482,False
543,michelin_4619,tripadvisor_49239,False
544,michelin_4619,tripadvisor_49402,False
545,michelin_1886,tripadvisor_10249,False
546,michelin_1887,tripadvisor_31690,False
547,michelin_1890,tripadvisor_2102,False
548,michelin_1890,tripadvisor_43413,False
549,michelin_3205,tripadvisor_2102,False
550,michelin_3205,tripadvisor_43413,False
551,michelin_1894,tripadvisor_77144,False
552,michelin_1948,tripadvisor_21713,False
553,michelin_1959,tripadvisor_8258,False
554,michelin_1966,tripadvisor_35766,False
555,michelin_1966,tripadvisor_35821,False
556,michelin_1966,tripadvisor_36166,False
557,michelin_1980,tripadvisor_92041,False
558,michelin_1997,tripadvisor_13983,False
559,michelin_1997,tripadvisor_16136,False
560,michelin_1997,tripadvisor_61794,False
561,michelin_2001,tripadvisor_29651,False
562,michelin_2013,tripadvisor_25463,False
563,michelin_2013,tripadvisor_61102,False
564,michelin_2013,tripadvisor_69133,False
565,michelin_3077,tripadvisor_25463,False
566,michelin_3077,tripadvisor_61102,False
567,michelin_3077,tripadvisor_69133,False
568,michelin_2022,tripadvisor_27636,False
569,michelin_2031,tripadvisor_23799,False
570,michelin_2036,tripadvisor_35761,False
571,michelin_2055,tripadvisor_41485,False
572,michelin_2055,tripadvisor_62123,False
573,michelin_2055,tripadvisor_80356,False
574,michelin_2064,tripadvisor_38349,False
575,michelin_2067,tripadvisor_48205,False
576,michelin_2090,tripadvisor_1329,False
577,michelin_2105,tripadvisor_2302,False
578,michelin_2105,tripadvisor_17464,False
579,michelin_2112,tripadvisor_29882,False
580,michelin_2112,tripadvisor_42892,False
581,michelin_2112,tripadvisor_95780,False
582,michelin_2112,tripadvisor_98587,False
583,michelin_2116,tripadvisor_4820,False
584,michelin_2116,tripadvisor_13235,False
585,michelin_2116,tripadvisor_30927,False
586,michelin_2116,tripadvisor_71197,False
587,michelin_5148,tripadvisor_53004,True
588,michelin_224,tripadvisor_69935,True
589,michelin_1502,tripadvisor_71184,True
590,michelin_265,tripadvisor_70003,True
591,michelin_145,tripadvisor_22593,True
592,michelin_1066,tripadvisor_80746,False
593,michelin_510,tripadvisor_60710,True
594,michelin_5,tripadvisor_22469,True
595,michelin_238,tripadvisor_80072,False
596,michelin_320,tripadvisor_66061,True
597,michelin_333,tripadvisor_66140,True
598,michelin_356,tripadvisor_41168,False
599,michelin_881,tripadvisor_17652,True
600,michelin_891,tripadvisor_18297,True
601,michelin_894,tripadvisor_17855,True
602,michelin_946,tripadvisor_17604,True
603,michelin_1055,tripadvisor_71527,False
604,michelin_1425,tripadvisor_70584,True
605,michelin_2734,tripadvisor_60709,True
606,michelin_1563,tripadvisor_66396,True
607,michelin_1612,tripadvisor_68305,True
608,michelin_1668,tripadvisor_11781,True
609,michelin_1727,tripadvisor_66106,True
610,michelin_1731,tripadvisor_66082,True
611,michelin_1748,tripadvisor_66542,True
612,michelin_1772,tripadvisor_66432,True
613,michelin_1819,tripadvisor_24410,True
614,michelin_2115,tripadvisor_68655,True
615,michelin_2264,tripadvisor_55846,False
616,michelin_2264,tripadvisor_60311,False
617,michelin_2740,tripadvisor_61018,False
618,michelin_2766,tripadvisor_86878,True
619,michelin_2773,tripadvisor_86933,True
620,michelin_2775,tripadvisor_88820,False
621,michelin_3267,tripadvisor_70412,True
622,michelin_3371,tripadvisor_91953,True
623,michelin_4253,tripadvisor_66152,True
624,michelin_4312,tripadvisor_12241,True
625,michelin_4566,tripadvisor_24251,True
626,michelin_6524,tripadvisor_31044,True
627,michelin_2116,tripadvisor_74721,False
628,michelin_2116,tripadvisor_84579,False
629,michelin_2116,tripadvisor_96442,False
630,michelin_2125,tripadvisor_70047,False
631,michelin_2126,tripadvisor_4362,False
632,michelin_2126,tripadvisor_20075,False
633,michelin_2140,tripadvisor_9544,False
634,michelin_2153,tripadvisor_6274,False
635,michelin_2153,tripadvisor_59337,False
636,michelin_2153,tripadvisor_59503,False
637,michelin_2179,tripadvisor_64615,False
638,michelin_2208,tripadvisor_32398,False
639,michelin_2211,tripadvisor_57526,False
640,michelin_2216,tripadvisor_33476,False
641,michelin_2225,tripadvisor_2766,False
642,michelin_2236,tripadvisor_53513,False
643,michelin_2243,tripadvisor_29834,False
644,michelin_2243,tripadvisor_44677,False
645,michelin_2243,tripadvisor_95982,False
646,michelin_2250,tripadvisor_9678,False
647,michelin_2260,tripadvisor_57859,False
648,michelin_2265,tripadvisor_18360,False
649,michelin_2265,tripadvisor_30194,False
650,michelin_2265,tripadvisor_86156,False
651,michelin_2305,tripadvisor_51220,False
652,michelin_2343,tripadvisor_71995,False
653,michelin_2355,tripadvisor_17785,False
654,michelin_2355,tripadvisor_19220,False
655,michelin_2355,tripadvisor_50759,False
656,michelin_2369,tripadvisor_50237,False
657,michelin_2369,tripadvisor_73560,False
658,michelin_2392,tripadvisor_70182,False
659,michelin_3184,tripadvisor_70182,False
660,michelin_2425,tripadvisor_55788,False
661,michelin_2434,tripadvisor_90770,False
662,michelin_2445,tripadvisor_71728,False
663,michelin_2490,tripadvisor_91167,False
664,michelin_2494,tripadvisor_4470,False
665,michelin_2494,tripadvisor_27793,False
666,michelin_2494,tripadvisor_29015,False
667,michelin_2494,tripadvisor_91018,False
668,michelin_2510,tripadvisor_43956,False
669,michelin_2511,tripadvisor_87742,False
670,michelin_2520,tripadvisor_22906,False
671,michelin_2520,tripadvisor_63783,False
672,michelin_2530,tripadvisor_17938,False
673,michelin_2530,tripadvisor_81454,False
674,michelin_2564,tripadvisor_33608,False
